customer_name,gender,age,city,state,order_date,delivery_date,sales_id,price_per_unit,quantity,total_price,product_type,product_name,size,colour,Stock,delivery_days,month,age group
Camellia Heatherington,Bigender,78,Taylorfurt,New South Wales,2021-04-03,2021-04-08,3107,118,1,118,Shirt,Flannel,XL,blue,61,5,2021-04-01,Senior
Camellia Heatherington,Bigender,78,Taylorfurt,New South Wales,2021-04-03,2021-04-08,3108,93,2,186,Trousers,Joggers,XL,blue,52,5,2021-04-01,Senior
Tomaso Mullin,Genderqueer,25,New Ava,Queensland,2021-09-23,2021-10-13,2042,90,2,180,Trousers,Relaxed Leg,XL,green,64,20,2021-09-01,Young
Tomaso Mullin,Genderqueer,25,New Ava,Queensland,2021-09-23,2021-10-13,2043,105,1,105,Shirt,Cuban Collar,XL,violet,44,20,2021-09-01,Young
Tomaso Mullin,Genderqueer,25,New Ava,Queensland,2021-09-23,2021-10-13,2044,106,2,212,Shirt,Chambray,M,blue,66,20,2021-09-01,Young
Tomaso Mullin,Genderqueer,25,New Ava,Queensland,2021-09-23,2021-10-13,2045,119,1,119,Jacket,Trench Coat,S,blue,64,20,2021-09-01,Young
Ellynn Korba,Genderqueer,34,West Jonathanshire,Tasmania,2021-10-08,2021-11-03,12,104,1,104,Shirt,Dress,XL,green,52,26,2021-10-01,Young
Ellynn Korba,Genderqueer,34,West Jonathanshire,Tasmania,2021-10-08,2021-11-03,13,96,2,192,Shirt,Oxford Cloth,S,orange,72,26,2021-10-01,Young
Ellynn Korba,Genderqueer,34,West Jonathanshire,Tasmania,2021-10-08,2021-11-03,14,106,2,212,Trousers,Wool,XS,violet,80,26,2021-10-01,Young
Gates Torrance,Male,48,Miafort,Australian Capital Territory,2021-07-13,2021-07-25,1255,117,2,234,Jacket,Shearling,L,blue,64,12,2021-07-01,Middle Aged
Gates Torrance,Male,48,Miafort,Australian Capital Territory,2021-07-13,2021-07-25,1256,115,1,115,Trousers,Cropped,XS,yellow,41,12,2021-07-01,Middle Aged
Gates Torrance,Male,48,Miafort,Australian Capital Territory,2021-07-13,2021-07-25,1257,105,2,210,Trousers,Pleated,L,blue,79,12,2021-07-01,Middle Aged
Gates Torrance,Male,48,Miafort,Australian Capital Territory,2021-07-13,2021-07-25,1258,106,2,212,Shirt,Chambray,S,violet,52,12,2021-07-01,Middle Aged
Gates Torrance,Male,48,Miafort,Australian Capital Territory,2021-07-13,2021-07-25,1259,100,1,100,Jacket,Bomber,L,red,50,12,2021-07-01,Middle Aged
Gates Torrance,Male,48,Miafort,Australian Capital Territory,2021-07-13,2021-07-25,1260,115,2,230,Trousers,Cropped,S,yellow,65,12,2021-07-01,Middle Aged
Delia Mably,Female,55,Doylebury,Victoria,2021-06-13,2021-06-15,355,104,3,312,Shirt,Dress,XS,blue,41,2,2021-06-01,Middle Aged
Delia Mably,Female,55,Doylebury,Victoria,2021-06-13,2021-06-15,356,106,2,212,Trousers,Wool,M,orange,75,2,2021-06-01,Middle Aged
Delia Mably,Female,55,Doylebury,Victoria,2021-06-13,2021-06-15,357,99,1,99,Trousers,High-Waisted,XS,blue,51,2,2021-06-01,Middle Aged
Delia Mably,Female,55,Doylebury,Victoria,2021-06-13,2021-06-15,358,91,1,91,Shirt,Linen,M,red,78,2,2021-06-01,Middle Aged
Delia Mably,Female,55,Doylebury,Victoria,2021-06-13,2021-06-15,359,91,3,273,Shirt,Linen,L,red,80,2,2021-06-01,Middle Aged
Delia Mably,Female,55,Doylebury,Victoria,2021-06-13,2021-06-15,360,112,1,112,Jacket,Cardigan,S,violet,49,2,2021-06-01,Middle Aged
Kristel Klaaassen,Female,57,East Matthewville,New South Wales,2021-08-17,2021-09-10,2164,100,3,300,Jacket,Bomber,L,blue,64,24,2021-08-01,Senior
Kristel Klaaassen,Female,57,East Matthewville,New South Wales,2021-08-17,2021-09-10,2165,100,1,100,Jacket,Bomber,XL,green,79,24,2021-08-01,Senior
Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3032,98,2,196,Jacket,Leather,S,yellow,41,16,2021-04-01,Senior
Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3033,98,3,294,Shirt,Camp Collared,S,blue,75,16,2021-04-01,Senior
Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3034,94,3,282,Trousers,Cords,XS,indigo,47,16,2021-04-01,Senior
Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3035,98,1,98,Shirt,Camp Collared,M,red,64,16,2021-04-01,Senior
Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3036,90,3,270,Trousers,Relaxed Leg,L,green,62,16,2021-04-01,Senior
Ernaline Luce,Genderqueer,75,Olivershire,Victoria,2021-04-22,2021-05-08,3037,113,1,113,Trousers,Chinos,M,violet,54,16,2021-04-01,Senior
Valentino Branney,Bigender,46,Port Alanamouth,Queensland,2021-08-04,2021-08-31,3038,102,1,102,Jacket,Windbreaker,M,orange,45,27,2021-08-01,Middle Aged
Valentino Branney,Bigender,46,Port Alanamouth,Queensland,2021-08-04,2021-08-31,3039,119,3,357,Shirt,Casual Slim Fit,XS,indigo,57,27,2021-08-01,Middle Aged
Valentino Branney,Bigender,46,Port Alanamouth,Queensland,2021-08-04,2021-08-31,3040,96,2,192,Trousers,Drawstring,XL,orange,68,27,2021-08-01,Middle Aged
Valentino Branney,Bigender,46,Port Alanamouth,Queensland,2021-08-04,2021-08-31,3041,100,2,200,Jacket,Bomber,S,yellow,64,27,2021-08-01,Middle Aged
Elga Corgenvin,Non-binary,47,New Sienna,South Australia,2021-02-05,2021-02-28,263,93,2,186,Trousers,Joggers,XL,red,58,23,2021-02-01,Middle Aged
Elga Corgenvin,Non-binary,47,New Sienna,South Australia,2021-02-05,2021-02-28,264,96,1,96,Trousers,Drawstring,S,green,73,23,2021-02-01,Middle Aged
Elga Corgenvin,Non-binary,47,New Sienna,South Australia,2021-02-05,2021-02-28,265,100,1,100,Jacket,Bomber,XS,violet,75,23,2021-02-01,Middle Aged
Elga Corgenvin,Non-binary,47,New Sienna,South Australia,2021-02-05,2021-02-28,266,98,3,294,Shirt,Camp Collared,L,indigo,72,23,2021-02-01,Middle Aged
Elga Corgenvin,Non-binary,47,New Sienna,South Australia,2021-02-05,2021-02-28,267,96,1,96,Trousers,Drawstring,L,red,73,23,2021-02-01,Middle Aged
Elga Corgenvin,Non-binary,47,New Sienna,South Australia,2021-02-05,2021-02-28,268,107,3,321,Jacket,Denim,S,violet,73,23,2021-02-01,Middle Aged
Alexis Cheake,Agender,66,Port Lillian,Northern Territory,2021-05-10,2021-05-12,3046,94,1,94,Trousers,Cords,XS,blue,60,2,2021-05-01,Senior
Alexis Cheake,Agender,66,Port Lillian,Northern Territory,2021-05-10,2021-05-12,3047,117,3,351,Jacket,Shearling,L,indigo,66,2,2021-05-01,Senior
Alexis Cheake,Agender,66,Port Lillian,Northern Territory,2021-05-10,2021-05-12,3048,93,3,279,Jacket,Coach,XS,violet,58,2,2021-05-01,Senior
Ellynn Korba,Genderqueer,34,West Jonathanshire,Tasmania,2021-03-30,2021-04-05,1738,96,2,192,Shirt,Oxford Cloth,L,green,52,6,2021-03-01,Young
Ellynn Korba,Genderqueer,34,West Jonathanshire,Tasmania,2021-03-30,2021-04-05,1739,119,1,119,Shirt,Casual Slim Fit,S,yellow,45,6,2021-03-01,Young
Ellynn Korba,Genderqueer,34,West Jonathanshire,Tasmania,2021-03-30,2021-04-05,1740,91,3,273,Shirt,Linen,XL,violet,73,6,2021-03-01,Young
Ellynn Korba,Genderqueer,34,West Jonathanshire,Tasmania,2021-03-30,2021-04-05,1741,96,3,288,Shirt,Oxford Cloth,S,red,53,6,2021-03-01,Young
Ellynn Korba,Genderqueer,34,West Jonathanshire,Tasmania,2021-03-30,2021-04-05,1742,118,3,354,Shirt,Flannel,M,green,66,6,2021-03-01,Young
Ellynn Korba,Genderqueer,34,West Jonathanshire,Tasmania,2021-03-30,2021-04-05,1743,97,1,97,Trousers,Slim-Fit,L,red,80,6,2021-03-01,Young
Ellynn Korba,Genderqueer,34,West Jonathanshire,Tasmania,2021-03-30,2021-04-05,1744,100,1,100,Jacket,Bomber,XL,violet,53,6,2021-03-01,Young
Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,2021-08-09,2021-08-12,1236,93,1,93,Trousers,Joggers,S,red,71,3,2021-08-01,Young
Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,2021-08-09,2021-08-12,1237,98,3,294,Shirt,Camp Collared,L,red,52,3,2021-08-01,Young
Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,2021-08-09,2021-08-12,1238,92,3,276,Shirt,Denim,L,yellow,75,3,2021-08-01,Young
Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,2021-08-09,2021-08-12,1239,90,1,90,Trousers,Relaxed Leg,L,red,63,3,2021-08-01,Young
Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,2021-08-09,2021-08-12,1240,104,2,208,Shirt,Dress,S,red,72,3,2021-08-01,Young
Felic Marrian,Male,75,Samanthaberg,South Australia,2021-03-29,2021-04-12,59,105,2,210,Trousers,Pleated,M,yellow,54,14,2021-03-01,Senior
Felic Marrian,Male,75,Samanthaberg,South Australia,2021-03-29,2021-04-12,60,106,3,318,Shirt,Chambray,M,green,56,14,2021-03-01,Senior
Felic Marrian,Male,75,Samanthaberg,South Australia,2021-03-29,2021-04-12,61,92,2,184,Shirt,Denim,L,red,52,14,2021-03-01,Senior
Felic Marrian,Male,75,Samanthaberg,South Australia,2021-03-29,2021-04-12,62,118,3,354,Shirt,Flannel,S,blue,43,14,2021-03-01,Senior
Felic Marrian,Male,75,Samanthaberg,South Australia,2021-03-29,2021-04-12,63,94,2,188,Trousers,Cords,XL,violet,73,14,2021-03-01,Senior
Alon Abramsky,Polygender,27,Sofiahaven,Western Australia,2021-05-23,2021-06-07,3049,119,1,119,Shirt,Casual Slim Fit,XS,blue,55,15,2021-05-01,Young
Alon Abramsky,Polygender,27,Sofiahaven,Western Australia,2021-05-23,2021-06-07,3050,91,1,91,Jacket,Pullover,M,orange,60,15,2021-05-01,Young
Alon Abramsky,Polygender,27,Sofiahaven,Western Australia,2021-05-23,2021-06-07,3051,112,1,112,Jacket,Cardigan,XL,indigo,78,15,2021-05-01,Young
Alon Abramsky,Polygender,27,Sofiahaven,Western Australia,2021-05-23,2021-06-07,3052,119,2,238,Shirt,Casual Slim Fit,XS,blue,55,15,2021-05-01,Young
Alon Abramsky,Polygender,27,Sofiahaven,Western Australia,2021-05-23,2021-06-07,3053,115,3,345,Trousers,Cropped,S,blue,62,15,2021-05-01,Young
Alon Abramsky,Polygender,27,Sofiahaven,Western Australia,2021-05-23,2021-06-07,3054,107,3,321,Jacket,Denim,L,indigo,67,15,2021-05-01,Young
Normy Anlay,Male,26,Alexanderland,Queensland,2021-04-30,2021-05-24,1610,90,2,180,Trousers,Relaxed Leg,S,indigo,40,24,2021-04-01,Young
Normy Anlay,Male,26,Alexanderland,Queensland,2021-04-30,2021-05-24,1611,115,1,115,Trousers,Cropped,XS,indigo,55,24,2021-04-01,Young
Normy Anlay,Male,26,Alexanderland,Queensland,2021-04-30,2021-05-24,1612,94,1,94,Trousers,Cords,M,yellow,58,24,2021-04-01,Young
Normy Anlay,Male,26,Alexanderland,Queensland,2021-04-30,2021-05-24,1613,109,1,109,Jacket,Peacoat,S,green,41,24,2021-04-01,Young
Normy Anlay,Male,26,Alexanderland,Queensland,2021-04-30,2021-05-24,1614,98,3,294,Shirt,Camp Collared,S,yellow,66,24,2021-04-01,Young
Normy Anlay,Male,26,Alexanderland,Queensland,2021-04-30,2021-05-24,1615,106,1,106,Shirt,Chambray,XS,yellow,57,24,2021-04-01,Young
Alina Strotton,Female,54,West Chasemouth,Australian Capital Territory,2021-01-19,2021-01-22,4119,113,2,226,Trousers,Chinos,L,red,44,3,2021-01-01,Middle Aged
Alina Strotton,Female,54,West Chasemouth,Australian Capital Territory,2021-01-19,2021-01-22,4120,92,2,184,Shirt,Denim,XL,red,63,3,2021-01-01,Middle Aged
Alina Strotton,Female,54,West Chasemouth,Australian Capital Territory,2021-01-19,2021-01-22,4121,102,2,204,Trousers,Cargo Pants,XL,blue,57,3,2021-01-01,Middle Aged
Alina Strotton,Female,54,West Chasemouth,Australian Capital Territory,2021-01-19,2021-01-22,4122,92,3,276,Shirt,Denim,XS,indigo,79,3,2021-01-01,Middle Aged
Elbertina Gaish,Polygender,22,Dickensshire,Victoria,2021-08-17,2021-09-12,1574,106,2,212,Shirt,Chambray,S,indigo,59,26,2021-08-01,Young
Elbertina Gaish,Polygender,22,Dickensshire,Victoria,2021-08-17,2021-09-12,1575,91,2,182,Jacket,Pullover,M,indigo,72,26,2021-08-01,Young
Elbertina Gaish,Polygender,22,Dickensshire,Victoria,2021-08-17,2021-09-12,1576,106,2,212,Trousers,Wool,M,green,41,26,2021-08-01,Young
Elbertina Gaish,Polygender,22,Dickensshire,Victoria,2021-08-17,2021-09-12,1577,97,1,97,Trousers,Slim-Fit,M,blue,75,26,2021-08-01,Young
Elbertina Gaish,Polygender,22,Dickensshire,Victoria,2021-08-17,2021-09-12,1578,98,2,196,Jacket,Leather,M,yellow,77,26,2021-08-01,Young
Elbertina Gaish,Polygender,22,Dickensshire,Victoria,2021-08-17,2021-09-12,1579,109,1,109,Shirt,Mandarin Collar,L,violet,54,26,2021-08-01,Young
Elbertina Gaish,Polygender,22,Dickensshire,Victoria,2021-08-17,2021-09-12,1580,91,3,273,Shirt,Linen,M,yellow,59,26,2021-08-01,Young
Arlie Bowman,Genderqueer,34,Port Annabelle,Northern Territory,2021-01-31,2021-02-10,3060,97,3,291,Trousers,Slim-Fit,L,red,80,10,2021-01-01,Young
Arlie Bowman,Genderqueer,34,Port Annabelle,Northern Territory,2021-01-31,2021-02-10,3061,102,3,306,Jacket,Windbreaker,S,red,54,10,2021-01-01,Young
Arlie Bowman,Genderqueer,34,Port Annabelle,Northern Territory,2021-01-31,2021-02-10,3062,105,3,315,Trousers,Pleated,L,blue,79,10,2021-01-01,Young
Arlie Bowman,Genderqueer,34,Port Annabelle,Northern Territory,2021-01-31,2021-02-10,3063,119,1,119,Shirt,Casual Slim Fit,XS,red,49,10,2021-01-01,Young
Arlie Bowman,Genderqueer,34,Port Annabelle,Northern Territory,2021-01-31,2021-02-10,3064,91,2,182,Jacket,Pullover,M,yellow,49,10,2021-01-01,Young
Monty Gowen,Genderfluid,75,Muellerfurt,Queensland,2021-02-25,2021-03-04,3075,92,1,92,Shirt,Denim,XS,indigo,79,7,2021-02-01,Senior
Monty Gowen,Genderfluid,75,Muellerfurt,Queensland,2021-02-25,2021-03-04,3076,95,3,285,Shirt,Polo,S,orange,78,7,2021-02-01,Senior
Monty Gowen,Genderfluid,75,Muellerfurt,Queensland,2021-02-25,2021-03-04,3077,96,1,96,Trousers,Drawstring,M,yellow,55,7,2021-02-01,Senior
Aldin Moline,Male,25,West Aidenview,Victoria,2021-05-09,2021-06-05,4150,91,1,91,Shirt,Linen,XL,indigo,66,27,2021-05-01,Young
Aldin Moline,Male,25,West Aidenview,Victoria,2021-05-09,2021-06-05,4151,113,1,113,Trousers,Chinos,L,violet,62,27,2021-05-01,Young
Aldin Moline,Male,25,West Aidenview,Victoria,2021-05-09,2021-06-05,4152,94,1,94,Shirt,Henley,L,yellow,62,27,2021-05-01,Young
Aldin Moline,Male,25,West Aidenview,Victoria,2021-05-09,2021-06-05,4153,96,1,96,Trousers,Drawstring,XL,orange,68,27,2021-05-01,Young
Aldin Moline,Male,25,West Aidenview,Victoria,2021-05-09,2021-06-05,4154,100,3,300,Jacket,Bomber,XL,indigo,50,27,2021-05-01,Young
Aldin Moline,Male,25,West Aidenview,Victoria,2021-05-09,2021-06-05,4155,118,1,118,Jacket,Puffer,L,violet,49,27,2021-05-01,Young
Aldin Moline,Male,25,West Aidenview,Victoria,2021-05-09,2021-06-05,4156,112,3,336,Jacket,Cardigan,XL,orange,75,27,2021-05-01,Young
Aldin Moline,Male,25,West Aidenview,Victoria,2021-05-09,2021-06-05,4157,109,2,218,Jacket,Peacoat,S,red,67,27,2021-05-01,Young
Aldin Moline,Male,25,West Aidenview,Victoria,2021-05-09,2021-06-05,4158,106,1,106,Trousers,Wool,M,violet,51,27,2021-05-01,Young
Monty Gowen,Genderfluid,75,Muellerfurt,Queensland,2021-10-19,2021-11-12,3561,112,1,112,Jacket,Cardigan,L,red,41,24,2021-10-01,Senior
Monty Gowen,Genderfluid,75,Muellerfurt,Queensland,2021-10-19,2021-11-12,3562,117,3,351,Jacket,Shearling,S,indigo,45,24,2021-10-01,Senior
Monty Gowen,Genderfluid,75,Muellerfurt,Queensland,2021-10-19,2021-11-12,3563,105,3,315,Trousers,Pleated,XL,blue,55,24,2021-10-01,Senior
Monty Gowen,Genderfluid,75,Muellerfurt,Queensland,2021-10-19,2021-11-12,3564,100,3,300,Jacket,Bomber,L,blue,64,24,2021-10-01,Senior
Monty Gowen,Genderfluid,75,Muellerfurt,Queensland,2021-10-19,2021-11-12,3565,112,3,336,Jacket,Cardigan,M,yellow,64,24,2021-10-01,Senior
Duncan Walliker,Genderfluid,37,West Zoe,Victoria,2021-07-18,2021-07-31,1057,102,3,306,Trousers,Cargo Pants,XL,indigo,64,13,2021-07-01,Middle Aged
Duncan Walliker,Genderfluid,37,West Zoe,Victoria,2021-07-18,2021-07-31,1058,113,1,113,Trousers,Chinos,XS,indigo,61,13,2021-07-01,Middle Aged
Duncan Walliker,Genderfluid,37,West Zoe,Victoria,2021-07-18,2021-07-31,1059,113,3,339,Trousers,Chinos,S,violet,64,13,2021-07-01,Middle Aged
Duncan Walliker,Genderfluid,37,West Zoe,Victoria,2021-07-18,2021-07-31,1060,95,2,190,Shirt,Polo,XS,red,40,13,2021-07-01,Middle Aged
Duncan Walliker,Genderfluid,37,West Zoe,Victoria,2021-07-18,2021-07-31,1061,95,3,285,Shirt,Polo,M,violet,77,13,2021-07-01,Middle Aged
Duncan Walliker,Genderfluid,37,West Zoe,Victoria,2021-07-18,2021-07-31,1062,93,1,93,Trousers,Joggers,L,orange,49,13,2021-07-01,Middle Aged
Duncan Walliker,Genderfluid,37,West Zoe,Victoria,2021-07-18,2021-07-31,1063,90,3,270,Trousers,Relaxed Leg,XL,yellow,54,13,2021-07-01,Middle Aged
Glyn Tieman,Polygender,63,Georgiatown,Western Australia,2021-02-18,2021-03-10,4407,93,3,279,Trousers,Joggers,XL,orange,44,20,2021-02-01,Senior
Glyn Tieman,Polygender,63,Georgiatown,Western Australia,2021-02-18,2021-03-10,4408,104,1,104,Shirt,Dress,S,orange,69,20,2021-02-01,Senior
Glyn Tieman,Polygender,63,Georgiatown,Western Australia,2021-02-18,2021-03-10,4409,112,1,112,Trousers,Tracksuit Bottoms,L,violet,45,20,2021-02-01,Senior
Glyn Tieman,Polygender,63,Georgiatown,Western Australia,2021-02-18,2021-03-10,4410,102,2,204,Trousers,Cargo Pants,S,red,63,20,2021-02-01,Senior
Glyn Tieman,Polygender,63,Georgiatown,Western Australia,2021-02-18,2021-03-10,4411,93,2,186,Trousers,Joggers,M,indigo,66,20,2021-02-01,Senior
Glyn Tieman,Polygender,63,Georgiatown,Western Australia,2021-02-18,2021-03-10,4412,113,1,113,Jacket,Parka,XS,violet,59,20,2021-02-01,Senior
Glyn Tieman,Polygender,63,Georgiatown,Western Australia,2021-02-18,2021-03-10,4413,98,1,98,Shirt,Camp Collared,M,red,64,20,2021-02-01,Senior
Glyn Tieman,Polygender,63,Georgiatown,Western Australia,2021-02-18,2021-03-10,4414,119,2,238,Jacket,Trench Coat,S,blue,64,20,2021-02-01,Senior
Glyn Tieman,Polygender,63,Georgiatown,Western Australia,2021-02-18,2021-03-10,4415,119,1,119,Jacket,Trench Coat,XL,indigo,64,20,2021-02-01,Senior
Gorden Seago,Genderfluid,80,Port Aaronton,Queensland,2021-04-13,2021-05-04,567,90,3,270,Trousers,Relaxed Leg,XS,red,52,21,2021-04-01,Senior
Gorden Seago,Genderfluid,80,Port Aaronton,Queensland,2021-04-13,2021-05-04,568,112,1,112,Jacket,Cardigan,S,blue,53,21,2021-04-01,Senior
Gorden Seago,Genderfluid,80,Port Aaronton,Queensland,2021-04-13,2021-05-04,569,95,1,95,Shirt,Polo,L,yellow,46,21,2021-04-01,Senior
Gorden Seago,Genderfluid,80,Port Aaronton,Queensland,2021-04-13,2021-05-04,570,119,2,238,Jacket,Trench Coat,M,yellow,54,21,2021-04-01,Senior
Calhoun Raphael,Polygender,57,Hoppetown,Queensland,2021-10-17,2021-10-31,2046,105,2,210,Trousers,Pleated,XL,yellow,52,14,2021-10-01,Senior
Calhoun Raphael,Polygender,57,Hoppetown,Queensland,2021-10-17,2021-10-31,2047,98,2,196,Jacket,Leather,M,red,54,14,2021-10-01,Senior
Calhoun Raphael,Polygender,57,Hoppetown,Queensland,2021-10-17,2021-10-31,2048,119,3,357,Jacket,Trench Coat,M,orange,43,14,2021-10-01,Senior
Calhoun Raphael,Polygender,57,Hoppetown,Queensland,2021-10-17,2021-10-31,2049,112,2,224,Trousers,Tracksuit Bottoms,XL,orange,42,14,2021-10-01,Senior
Calhoun Raphael,Polygender,57,Hoppetown,Queensland,2021-10-17,2021-10-31,2050,92,2,184,Shirt,Denim,XL,green,52,14,2021-10-01,Senior
Calhoun Raphael,Polygender,57,Hoppetown,Queensland,2021-10-17,2021-10-31,2051,105,3,315,Shirt,Cuban Collar,S,indigo,41,14,2021-10-01,Senior
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-07-25,2021-07-28,1346,100,3,300,Jacket,Bomber,XS,red,76,3,2021-07-01,Young
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-07-25,2021-07-28,1347,96,2,192,Shirt,Oxford Cloth,XS,green,68,3,2021-07-01,Young
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-07-25,2021-07-28,1348,106,3,318,Trousers,Wool,M,green,41,3,2021-07-01,Young
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-07-25,2021-07-28,1349,119,1,119,Jacket,Trench Coat,M,orange,43,3,2021-07-01,Young
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-07-25,2021-07-28,1350,93,1,93,Trousers,Joggers,L,blue,75,3,2021-07-01,Young
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-07-25,2021-07-28,1351,92,1,92,Shirt,Denim,S,violet,54,3,2021-07-01,Young
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-07-25,2021-07-28,1352,109,3,327,Jacket,Peacoat,XS,blue,48,3,2021-07-01,Young
Kinny Roget,Non-binary,67,Alexandramouth,New South Wales,2021-04-25,2021-05-20,537,94,1,94,Shirt,Henley,XS,blue,61,25,2021-04-01,Senior
Kinny Roget,Non-binary,67,Alexandramouth,New South Wales,2021-04-25,2021-05-20,538,112,2,224,Jacket,Cardigan,S,indigo,61,25,2021-04-01,Senior
Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,2021-08-20,2021-09-01,854,104,1,104,Shirt,Dress,XL,indigo,75,12,2021-08-01,Middle Aged
Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,2021-08-20,2021-09-01,855,95,1,95,Shirt,Polo,S,yellow,77,12,2021-08-01,Middle Aged
Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,2021-08-20,2021-09-01,856,95,2,190,Shirt,Polo,M,yellow,52,12,2021-08-01,Middle Aged
Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,2021-08-20,2021-09-01,857,98,1,98,Shirt,Camp Collared,M,violet,41,12,2021-08-01,Middle Aged
Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,2021-08-20,2021-09-01,858,97,3,291,Trousers,Slim-Fit,S,violet,46,12,2021-08-01,Middle Aged
Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,2021-08-20,2021-09-01,859,93,3,279,Trousers,Joggers,XL,orange,44,12,2021-08-01,Middle Aged
Marvin Van Hault,Bigender,35,Robertstown,Western Australia,2021-10-20,2021-10-30,3091,96,1,96,Trousers,Drawstring,L,red,73,10,2021-10-01,Young
Marvin Van Hault,Bigender,35,Robertstown,Western Australia,2021-10-20,2021-10-30,3092,106,1,106,Trousers,Wool,M,green,41,10,2021-10-01,Young
Marvin Van Hault,Bigender,35,Robertstown,Western Australia,2021-10-20,2021-10-30,3093,94,2,188,Shirt,Henley,L,red,62,10,2021-10-01,Young
Ailina Kynan,Genderqueer,71,Handborough,South Australia,2021-07-16,2021-07-19,3216,118,3,354,Shirt,Flannel,XS,green,55,3,2021-07-01,Senior
Ailina Kynan,Genderqueer,71,Handborough,South Australia,2021-07-16,2021-07-19,3217,117,3,351,Jacket,Shearling,XS,violet,75,3,2021-07-01,Senior
Ailina Kynan,Genderqueer,71,Handborough,South Australia,2021-07-16,2021-07-19,3218,95,3,285,Shirt,Polo,M,yellow,52,3,2021-07-01,Senior
Beverly Burbridge,Non-binary,45,Krisland,Western Australia,2021-03-09,2021-04-04,2002,100,2,200,Jacket,Bomber,M,green,61,26,2021-03-01,Middle Aged
Sadye Pes,Agender,31,New Jayden,Tasmania,2021-03-13,2021-03-16,312,90,2,180,Trousers,Relaxed Leg,L,yellow,65,3,2021-03-01,Young
Sadye Pes,Agender,31,New Jayden,Tasmania,2021-03-13,2021-03-16,313,98,2,196,Jacket,Leather,L,blue,62,3,2021-03-01,Young
Sadye Pes,Agender,31,New Jayden,Tasmania,2021-03-13,2021-03-16,314,118,2,236,Shirt,Flannel,S,red,59,3,2021-03-01,Young
Sadye Pes,Agender,31,New Jayden,Tasmania,2021-03-13,2021-03-16,315,112,2,224,Jacket,Cardigan,S,red,47,3,2021-03-01,Young
Brade Caught,Genderqueer,56,Elijahburgh,Queensland,2021-07-09,2021-07-11,3805,119,1,119,Jacket,Trench Coat,XL,indigo,64,2,2021-07-01,Senior
Brade Caught,Genderqueer,56,Elijahburgh,Queensland,2021-07-09,2021-07-11,3806,102,1,102,Jacket,Windbreaker,M,yellow,52,2,2021-07-01,Senior
Brade Caught,Genderqueer,56,Elijahburgh,Queensland,2021-07-09,2021-07-11,3807,93,2,186,Jacket,Coach,S,violet,74,2,2021-07-01,Senior
Brade Caught,Genderqueer,56,Elijahburgh,Queensland,2021-07-09,2021-07-11,3808,112,1,112,Trousers,Tracksuit Bottoms,XL,orange,42,2,2021-07-01,Senior
Brade Caught,Genderqueer,56,Elijahburgh,Queensland,2021-07-09,2021-07-11,3809,105,2,210,Shirt,Cuban Collar,S,violet,43,2,2021-07-01,Senior
Brade Caught,Genderqueer,56,Elijahburgh,Queensland,2021-07-09,2021-07-11,3810,90,3,270,Trousers,Relaxed Leg,S,yellow,43,2,2021-07-01,Senior
Brade Caught,Genderqueer,56,Elijahburgh,Queensland,2021-07-09,2021-07-11,3811,99,1,99,Trousers,High-Waisted,L,violet,68,2,2021-07-01,Senior
Damiano Leyborne,Non-binary,50,Gabrielville,Western Australia,2021-03-19,2021-04-08,3094,109,1,109,Shirt,Mandarin Collar,S,red,48,20,2021-03-01,Middle Aged
Damiano Leyborne,Non-binary,50,Gabrielville,Western Australia,2021-03-19,2021-04-08,3095,106,3,318,Shirt,Chambray,XS,violet,47,20,2021-03-01,Middle Aged
Damiano Leyborne,Non-binary,50,Gabrielville,Western Australia,2021-03-19,2021-04-08,3096,113,3,339,Jacket,Parka,M,orange,51,20,2021-03-01,Middle Aged
